Anonymised Name,Data Centre Type (Derived),Cleansed Voltage Level,Datetime (Local),Overall Data Centre Half Hourly Utilisation
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-29T09:00:00+00:00,4.44
Data Centre #29,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,8.690000000000001
Data Centre #55,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,32.81
Data Centre #11,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,29.93
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T09:00:00+00:00,7.06
Data Centre #28,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,7.13
Data Centre #21,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,16.520000000000003
Data Centre #22,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,36.57
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T09:00:00+00:00,21.33
Data Centre #44,Co-located,High Voltage Import,2024-01-29T09:00:00+00:00,28.939999999999998
Data Centre #40,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,0.0
Data Centre #4,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,3.9899999999999998
Data Centre #29,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,8.690000000000001
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T09:30:00+00:00,35.69
Data Centre #32,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,58.550000000000004
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T09:30:00+00:00,21.07
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T09:30:00+00:00,46.160000000000004
Data Centre #39,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,0.0
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T09:30:00+00:00,16.75
Data Centre #84,Co-located,Low Voltage Import,2024-01-29T09:30:00+00:00,11.0
Data Centre #42,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,18.89
Data Centre #34,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,20.96
Data Centre #50,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,18.529999999999998
Data Centre #21,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,16.79
Data Centre #31,Enterprise,High Voltage Import,2024-01-29T09:30:00+00:00,3.81
Data Centre #33,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,25.47
Data Centre #57,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,60.45
Data Centre #51,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,1.7000000000000002
Data Centre #44,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,29.04
Data Centre #17,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,14.84
Data Centre #25,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,30.240000000000002
Data Centre #36,Enterprise,High Voltage Import,2024-01-29T09:30:00+00:00,25.15
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T09:30:00+00:00,35.699999999999996
Data Centre #56,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,32.29
Data Centre #30,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,32.89
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T09:30:00+00:00,46.75
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-29T09:30:00+00:00,0.0
Data Centre #29,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,20.54
Data Centre #12,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,54.43
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T09:30:00+00:00,20.599999999999998
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T09:30:00+00:00,21.9
Data Centre #48,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,4.53
Data Centre #55,Co-located,High Voltage Import,2024-01-29T09:30:00+00:00,32.73
Data Centre #72,Co-located,Low Voltage Import,2024-01-29T09:30:00+00:00,56.779999999999994
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T10:00:00+00:00,21.17
Data Centre #11,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,0.45999999999999996
Data Centre #16,Co-located,Extra-High Voltage Import,2024-01-29T10:00:00+00:00,0.0
Data Centre #67,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,28.560000000000002
Data Centre #10,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,11.219999999999999
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T10:00:00+00:00,7.249999999999999
Data Centre #50,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,18.81
Data Centre #61,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,6.08
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T10:00:00+00:00,2.12
Data Centre #63,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,7.580000000000001
Data Centre #11,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,29.959999999999997
Data Centre #15,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,0.0
Data Centre #74,Enterprise,Low Voltage Import,2024-01-29T10:00:00+00:00,4.63
Data Centre #32,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,58.5
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T10:00:00+00:00,46.73
Data Centre #56,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,32.57
Data Centre #73,Co-located,Low Voltage Import,2024-01-29T10:00:00+00:00,3.93
Data Centre #48,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,4.44
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T10:00:00+00:00,21.88
Data Centre #5,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,20.06
Data Centre #29,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,8.690000000000001
Data Centre #30,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,32.84
Data Centre #47,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,12.9
Data Centre #31,Enterprise,High Voltage Import,2024-01-29T10:00:00+00:00,3.82
Data Centre #45,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,30.72
Data Centre #79,Co-located,Low Voltage Import,2024-01-29T10:00:00+00:00,7.31
Data Centre #49,Enterprise,High Voltage Import,2024-01-29T10:00:00+00:00,63.190000000000005
Data Centre #84,Co-located,Low Voltage Import,2024-01-29T10:00:00+00:00,10.8
Data Centre #10,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,0.48
Data Centre #23,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,23.45
Data Centre #48,Co-located,High Voltage Import,2024-01-29T10:00:00+00:00,13.38
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T10:00:00+00:00,3.06
Data Centre #71,Co-located,Low Voltage Import,2024-01-29T10:00:00+00:00,30.36
Data Centre #63,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,7.42
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-29T10:30:00+00:00,4.45
Data Centre #4,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,14.249999999999998
Data Centre #15,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,30.680000000000003
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T10:30:00+00:00,16.75
Data Centre #28,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,7.01
Data Centre #11,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,29.87
Data Centre #54,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,0.13999999999999999
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T10:30:00+00:00,0.16
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T10:30:00+00:00,21.13
Data Centre #48,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,4.87
Data Centre #33,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,25.21
Data Centre #5,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,20.119999999999997
Data Centre #47,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,12.889999999999999
Data Centre #55,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,32.47
Data Centre #26,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,42.4
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T10:30:00+00:00,35.58
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T10:30:00+00:00,41.13
Data Centre #56,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,32.57
Data Centre #21,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,17.130000000000003
Data Centre #25,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,25.46
Data Centre #44,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,29.160000000000004
Data Centre #9,Co-located,Extra-High Voltage Import,2024-01-29T10:30:00+00:00,0.0
Data Centre #51,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,1.68
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T10:30:00+00:00,39.14
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T10:30:00+00:00,14.04
Data Centre #49,Enterprise,High Voltage Import,2024-01-29T10:30:00+00:00,63.57000000000001
Data Centre #40,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,0.0
Data Centre #42,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,18.9
Data Centre #43,Co-located,High Voltage Import,2024-01-29T10:30:00+00:00,24.6
Data Centre #43,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,24.94
Data Centre #69,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,68.97999999999999
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T11:00:00+00:00,21.12
Data Centre #54,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,0.13999999999999999
Data Centre #53,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,38.73
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T11:00:00+00:00,48.43
Data Centre #33,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,25.679999999999996
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-29T11:00:00+00:00,26.740000000000002
Data Centre #37,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,0.0
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T11:00:00+00:00,2.34
Data Centre #22,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,36.7
Data Centre #8,Enterprise,Extra-High Voltage Import,2024-01-29T11:00:00+00:00,0.16999999999999998
Data Centre #62,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,30.740000000000002
Data Centre #10,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,11.21
Data Centre #63,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,7.580000000000001
Data Centre #55,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,32.440000000000005
Data Centre #57,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,66.93
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T11:00:00+00:00,14.02
Data Centre #29,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,20.580000000000002
Data Centre #42,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,18.96
Data Centre #51,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,1.7500000000000002
Data Centre #4,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,4.02
Data Centre #66,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,26.419999999999998
Data Centre #26,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,42.18
Data Centre #11,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,30.03
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T11:00:00+00:00,17.25
Data Centre #36,Enterprise,High Voltage Import,2024-01-29T11:00:00+00:00,25.5
Data Centre #48,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,13.25
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T11:00:00+00:00,18.64
Data Centre #45,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,30.259999999999998
Data Centre #41,Co-located,High Voltage Import,2024-01-29T11:00:00+00:00,0.0
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T11:30:00+00:00,7.01
Data Centre #70,Co-located,Low Voltage Import,2024-01-29T11:30:00+00:00,25.5
Data Centre #10,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,11.21
Data Centre #26,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,42.22
Data Centre #39,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,0.0
Data Centre #64,Enterprise,Low Voltage Import,2024-01-29T11:30:00+00:00,14.06
Data Centre #66,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,26.1
Data Centre #28,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,7.06
Data Centre #74,Enterprise,Low Voltage Import,2024-01-29T11:30:00+00:00,4.47
Data Centre #15,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,30.819999999999997
Data Centre #29,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,20.59
Data Centre #22,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,36.620000000000005
Data Centre #47,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,12.93
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T11:30:00+00:00,22.31
Data Centre #55,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,32.71
Data Centre #72,Co-located,Low Voltage Import,2024-01-29T11:30:00+00:00,57.49999999999999
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T11:30:00+00:00,49.11
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T11:30:00+00:00,35.730000000000004
Data Centre #46,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,13.13
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T11:30:00+00:00,21.18
Data Centre #41,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,0.0
Data Centre #18,Co-located,Extra-High Voltage Import,2024-01-29T11:30:00+00:00,29.25
Data Centre #53,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,39.28
Data Centre #71,Co-located,Low Voltage Import,2024-01-29T11:30:00+00:00,30.580000000000002
Data Centre #11,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,0.36
Data Centre #34,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,21.72
Data Centre #25,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,6.04
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T11:30:00+00:00,2.2399999999999998
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T11:30:00+00:00,18.69
Data Centre #21,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,17.05
Data Centre #78,Co-located,Low Voltage Import,2024-01-29T11:30:00+00:00,8.44
Data Centre #1,Enterprise,Extra-High Voltage Import,2024-01-29T11:30:00+00:00,1.8399999999999999
Data Centre #42,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,18.93
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-29T11:30:00+00:00,4.4799999999999995
Data Centre #58,Co-located,High Voltage Import,2024-01-29T11:30:00+00:00,12.31
Data Centre #48,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,4.61
Data Centre #17,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,15.36
Data Centre #53,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,38.690000000000005
Data Centre #56,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,33.050000000000004
Data Centre #30,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,32.95
Data Centre #26,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,42.25
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T12:00:00+00:00,2.58
Data Centre #74,Enterprise,Low Voltage Import,2024-01-29T12:00:00+00:00,4.67
Data Centre #6,Co-located,Extra-High Voltage Import,2024-01-29T12:00:00+00:00,5.8500000000000005
Data Centre #11,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,0.4
Data Centre #19,Enterprise,Extra-High Voltage Import,2024-01-29T12:00:00+00:00,22.259999999999998
Data Centre #3,Co-located,Extra-High Voltage Import,2024-01-29T12:00:00+00:00,26.900000000000002
Data Centre #63,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,7.17
Data Centre #45,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,30.509999999999998
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T12:00:00+00:00,3.32
Data Centre #80,Co-located,Low Voltage Import,2024-01-29T12:00:00+00:00,16.75
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T12:00:00+00:00,41.07
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T12:00:00+00:00,21.529999999999998
Data Centre #51,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,1.6500000000000001
Data Centre #59,Enterprise,High Voltage Import,2024-01-29T12:00:00+00:00,46.160000000000004
Data Centre #41,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,0.0
Data Centre #48,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,13.309999999999999
Data Centre #20,Enterprise,High Voltage Import,2024-01-29T12:00:00+00:00,18.56
Data Centre #43,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,24.84
Data Centre #50,Co-located,High Voltage Import,2024-01-29T12:00:00+00:00,18.57
Data Centre #63,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,7.33
Data Centre #58,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,12.379999999999999
Data Centre #17,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,15.4
Data Centre #56,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,32.379999999999995
Data Centre #61,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,6.0
Data Centre #36,Enterprise,High Voltage Import,2024-01-29T12:30:00+00:00,27.04
Data Centre #66,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,24.8
Data Centre #50,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,18.17
Data Centre #81,Co-located,Low Voltage Import,2024-01-29T12:30:00+00:00,38.57
Data Centre #77,Enterprise,Low Voltage Import,2024-01-29T12:30:00+00:00,18.0
Data Centre #73,Co-located,Low Voltage Import,2024-01-29T12:30:00+00:00,3.75
Data Centre #75,Co-located,Low Voltage Import,2024-01-29T12:30:00+00:00,40.93
Data Centre #46,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,13.18
Data Centre #13,Enterprise,High Voltage Import,2024-01-29T12:30:00+00:00,7.000000000000001
Data Centre #27,Enterprise,High Voltage Import,2024-01-29T12:30:00+00:00,49.38
Data Centre #10,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,0.47000000000000003
Data Centre #2,Co-located,Extra-High Voltage Import,2024-01-29T12:30:00+00:00,4.4799999999999995
Data Centre #42,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,18.98
Data Centre #15,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,30.680000000000003
Data Centre #35,Enterprise,High Voltage Import,2024-01-29T12:30:00+00:00,2.8899999999999997
Data Centre #29,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,20.53
Data Centre #12,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,55.06999999999999
Data Centre #26,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,42.25
Data Centre #21,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,17.18
Data Centre #71,Co-located,Low Voltage Import,2024-01-29T12:30:00+00:00,31.240000000000002
Data Centre #76,Co-located,Low Voltage Import,2024-01-29T12:30:00+00:00,21.27
Data Centre #14,Enterprise,High Voltage Import,2024-01-29T12:30:00+00:00,35.56
Data Centre #65,Co-located,Low Voltage Import,2024-01-29T12:30:00+00:00,2.6
Data Centre #5,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,20.03
Data Centre #7,Co-located,Extra-High Voltage Import,2024-01-29T12:30:00+00:00,36.03
Data Centre #47,Co-located,High Voltage Import,2024-01-29T12:30:00+00:00,12.950000000000001
